Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:4h6RtAX0edA6qoUWAwe5eQ,"失眠的夜","失眠的夜","宋孟君;范川哲",2021-06-16,205684,49,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-08-24T13:31:18Z,"chinese r&b,c-pop,mandopop","云猫文化",0.646,0.734,2,-5.989,1,0.069,0.544,0,0.109,0.568,139.979,4
spotify:track:2ZWsK5iKzMpkGnuv36m1Yt,"加油歌","花天囍世","花兒樂隊",2007,194613,19,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-08-24T13:34:01Z,"chinese rock,mandopop,c-pop","Gold Typhoon China",0.547,0.967,9,-4.002,1,0.0813,0.189,0,0.315,0.671,146.998,4
spotify:track:0Q4YuuiCuxIIKUw2fb1cmV,"我們的愛","飛兒樂團","F.I.R.",2004-04-23,287026,67,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-08-24T13:31:51Z,"mandopop,taiwanese pop,c-pop,malay pop","WM Taiwan",0.509,0.646,5,-4.051,0,0.0301,0.502,0.0000123,0.0989,0.135,136.054,4
spotify:track:6RKSWu3lOnKxU29XXF53Q2,"一千零一個願望","No Fears","4 In Love",2001-07-19,258333,40,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-08-24T13:33:05Z,"taiwanese pop,mandopop,c-pop","BMG Music",0.444,0.521,5,-7.155,0,0.0825,0.287,0,0.357,0.291,205.364,4
spotify:track:6pJqRE4CC8D48bpqCIdkol,"我的果汁分你一半","花天囍世","花兒樂隊",2007,216373,30,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-08-24T13:33:53Z,"chinese rock,mandopop,c-pop","Gold Typhoon China",0.797,0.972,7,-5.335,1,0.102,0.267,0,0.295,0.66,96.012,4
spotify:track:4VYv4gIbr6XPWKTddnGBlh,"陽光彩虹小白馬","人間精品","Wowkie Da",2018-05-21,226324,58,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-08-24T13:34:13Z,"c-pop,mandopop","華宇世博音樂文化（北京）有限公司",0.709,0.882,7,-2.908,1,0.13,0.0836,0,0.222,0.763,191.969,4
spotify:track:2aMN1ky0SzSEcV1QdBYbW9,"那些你很冒險的夢","學不會","JJ Lin",2012-01-12,244470,65,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-08-24T13:24:00Z,"mandopop,c-pop,taiwanese pop,malay pop","就是俊傑音樂股份有限公司",0.49,0.487,2,-5.276,1,0.0341,0.785,0,0.259,0.279,135.87,4
spotify:track:7vva2pL13vWP3XHKltJNJ7,"豆漿油條","第二天堂","JJ Lin",2004-06-04,254000,53,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-08-25T07:30:39Z,"mandopop,c-pop,taiwanese pop,malay pop","Ocean Butterflies",0.748,0.521,7,-7.695,1,0.0279,0.37,0,0.118,0.759,88.049,4
spotify:track:3mWZefa0yfuRz0KjeeVIBU,"如果你也聽說","Star","A-Mei Chang",2007-08-03,313146,1,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T03:39:59Z,"mandopop,taiwanese pop,c-pop,malay pop","Universal Music Taiwan",0.445,0.469,10,-8.391,1,0.0366,0.585,0,0.104,0.123,116.792,4
spotify:track:4a5FvWpFaCs3YOzEnnpgR0,"連名帶姓","偷故事的人","A-Mei Chang",2017-12-11,333549,2,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T03:40:00Z,"mandopop,taiwanese pop,c-pop,malay pop","Universal Music Taiwan",0.512,0.311,8,-7.083,1,0.0314,0.889,0,0.112,0.271,80.884,4
spotify:track:6zwxo8EQqCf9jV3i710vFf,"原來你什麼都不要","姊妹","A-Mei Chang",1996-12-13,288160,7,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T03:40:02Z,"mandopop,taiwanese pop,c-pop,malay pop","豐華唱片",0.592,0.348,5,-11.07,1,0.0297,0.673,0,0.209,0.236,114.693,4
spotify:track:0VqSdtXseb9khdZrnYVyM1,"不為誰而作的歌","""和自己對話"" 實驗專輯","JJ Lin",2015-12-18,265800,5,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-08-24T13:26:56Z,"mandopop,c-pop,taiwanese pop,malay pop","WM Taiwan",0.402,0.641,2,-5.905,1,0.0335,0.534,0,0.112,0.252,145.054,4
spotify:track:3KW0PhlQ2sri5SRH6u5DtV,"舞孃","舞孃","JOLIN",2006-02-05,184920,0,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T03:45:25Z,"mandopop,c-pop,taiwanese pop,malay pop","WM Taiwan",0.747,0.811,6,-5.274,0,0.0542,0.00171,0.00000471,0.138,0.71,124.025,4
spotify:track:6qsrhyI9JZhThflE2ZsTF0,"看我72變","看我72變","JOLIN",2003-03-07,226000,49,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T03:45:30Z,"mandopop,c-pop,taiwanese pop,malay pop","Epic",0.928,0.915,9,-2.3,0,0.066,0.297,0.00000998,0.119,0.865,130.07,4
spotify:track:4T3Rc6cEatd7fJAGxZ8YuC,"愛情36計","城堡","JOLIN",2004-02-27,214908,44,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T03:45:49Z,"mandopop,c-pop,taiwanese pop,malay pop","Epic",0.872,0.866,11,-4.478,0,0.0406,0.154,0.0000073,0.0358,0.939,122.062,4
spotify:track:6JLhidCfXOdWnrMJzWKiAP,"一個人的精彩","紅薔薇 蕭亞軒","Elva Hsiao",2000-01-01,187840,46,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T03:45:58Z,"mandopop,taiwanese pop,c-pop,malay pop","Gold Typhoon Taiwan",0.771,0.779,8,-5.637,1,0.0397,0.14,0,0.126,0.69,126.935,4
spotify:track:5p5VtA5ZEP6TdmAdm6o3QI,"表白","表白","李紫婷",2020-08-30,181459,27,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T03:47:12Z,"gufeng,c-pop,mandopop","Music Bravo Co., Ltd.",0.789,0.765,3,-5.511,0,0.035,0.079,0.00000139,0.0479,0.743,139.971,4
spotify:track:5IgElbSREzVyqgf1OCuKJd,"會呼吸的痛","崇拜","Fish Leong",2007-11-09,272973,63,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T03:52:36Z,"mandopop,taiwanese pop,c-pop,malay pop","Bin Music International Limited",0.67,0.518,7,-7.53,1,0.0278,0.538,0,0.111,0.195,112.006,4
spotify:track:68tZwwRuo9ip5gRQFG1XWF,"開始懂了","我要的幸福","Stefanie Sun",2000,271493,69,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T03:53:06Z,"mandopop,taiwanese pop,c-pop,malay pop,cantopop","WM Taiwan",0.638,0.441,8,-6.909,0,0.029,0.415,0.0000788,0.11,0.15,117.933,4
spotify:track:7lI4Fggd8KZuE76MJlA54P,"第一天","完美的一天","Stefanie Sun",2005-10-07,253960,60,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T03:53:38Z,"mandopop,taiwanese pop,c-pop,malay pop,cantopop","WM Taiwan",0.428,0.904,8,-4.042,1,0.0975,0.0371,0,0.316,0.623,176.105,4
spotify:track:1OGh0Nz1hfNXkZAfeGhwNV,"彩虹的微笑 - 電視劇《微笑pasta》主題曲","《微笑pasta》電視原聲帶","Cyndi Wang",2006-07-01,170666,4,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T03:58:25Z,"mandopop,taiwanese pop,c-pop,malay pop","豐華大聲好樂",0.76,0.944,5,-1.785,1,0.0429,0.142,0,0.327,0.905,126.007,4
spotify:track:553GNiNqcudWfsF55RBDqz,"雨愛","雨愛","Rainie Yang",2009-12-29,261560,67,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T04:00:57Z,"mandopop,taiwanese pop,c-pop,malay pop","Epic",0.422,0.657,4,-5.274,1,0.0292,0.214,0,0.129,0.218,159.957,4
spotify:track:68RtalgSqaCbeZN42QeMS0,"花田錯","蓋世英雄","Leehom Wang",2005-12-30,227960,52,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T04:51:14Z,"mandopop,c-pop,taiwanese pop,chinese r&b,malay pop","寬魚國際股份有限公司",0.716,0.485,6,-6.994,0,0.054,0.303,0,0.0812,0.734,133.067,4
spotify:track:0o9XsvHqGY2L8E6LRztDv1,"匿名的好友","雨愛","Rainie Yang",2009-12-29,261880,60,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T04:01:31Z,"mandopop,taiwanese pop,c-pop,malay pop","Epic",0.551,0.367,2,-7.907,1,0.0291,0.609,0,0.172,0.205,119.842,4
spotify:track:3GR2MyhdGvHnpSNJffuacz,"热带雨林","青春株式会社","S.H.E",2002,281000,49,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T04:01:59Z,"mandopop,taiwanese pop,c-pop,malay pop","HIM",0.472,0.627,1,-6.597,1,0.0579,0.181,0,0.62,0.195,169.873,4
spotify:track:6XY80Ofqd8j0SGiEdRLwCp,"年少有為","耳朵","Ronghao Li",2018-10-17,279146,66,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T05:31:25Z,"mandopop,c-pop,taiwanese pop,malay pop","WM Taiwan",0.518,0.462,10,-8.471,1,0.0277,0.322,0.00000313,0.117,0.289,131.892,4
spotify:track:58XI7GWbSNjhltlsrUz6pt,"知否知否 - ""知否知否应是绿肥红瘦"" 电视剧主题曲","知否知否 (""知否知否应是绿肥红瘦"" 电视剧主题曲)","Hu Xia;Yisa Yu",2018-12-27,276000,55,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T05:31:44Z,"gufeng,mandopop,c-pop,taiwanese pop","北京世纪中腾音乐有限公司",0.528,0.525,11,-8.027,0,0.0321,0.384,0,0.107,0.142,103.982,4
spotify:track:03UChw9aTMMe4VtF2rSEXe,"路過人間","路過人間","Yisa Yu",2019-05-03,247132,53,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T05:32:05Z,"gufeng,mandopop,c-pop,taiwanese pop","HIM International Music Inc.",0.615,0.386,3,-9.799,1,0.0312,0.825,0.00000446,0.115,0.148,129.925,4
spotify:track:0nbOTgBFuSJcYPZAaAvelc,"卡路里 - 电影《西虹市首富》插曲","卡路里 (电影《西虹市首富》插曲)","火箭少女101",2018-07-26,232048,40,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T05:32:24Z,"c-pop,mandopop","奔跑怪物（北京）文化娱乐有限公司",0.855,0.808,9,-4.552,0,0.0458,0.0189,0,0.162,0.793,132.003,4
spotify:track:64fmZ8C5O3Gg0sFTvL2Nqd,"我的名字","我的名字","焦邁奇",2019-04-24,251518,42,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T05:32:47Z,"c-pop,mandopop,chinese indie,taiwanese indie,chinese r&b","北京有此山文化傳媒有限公司",0.491,0.453,11,-10.385,1,0.071,0.53,0.00000163,0.144,0.434,139.985,4
spotify:track:5HnebbSIyCPkp81YMp3wHK,"侧脸","侧脸","于果",2018-02-01,217846,55,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T05:32:52Z,"mandopop,c-pop","百纳娱乐",0.681,0.408,5,-7.126,1,0.0302,0.693,0.00000138,0.0931,0.239,130.057,4
spotify:track:0H7FXTVsgvRlL16eiY1m5n,"不仅仅是喜欢","萧傲江湖Ⅱ","萧全;孙语赛",2019-04-04,228545,1,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T05:32:59Z,"mandopop,c-pop","禾信",0.835,0.648,1,-6.758,0,0.0524,0.359,0,0.218,0.597,110.034,4
spotify:track:6LtgUimZwfLPlBSSX4K6KL,"BINGBIAN病变 - 女声版","BINGBIAN病变 (女声版)","鞠文娴",2018-11-21,247031,0,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T05:33:05Z,"mandopop,c-pop","苏州文弘",0.707,0.351,8,-13.898,1,0.0664,0.893,0,0.104,0.431,113.103,4
spotify:track:3ayrHkyorPEpeOBvZ76SwG,"有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲","有一種悲傷 (電影《比悲傷更悲傷的故事》主題曲)","A-Lin",2018-10-12,237000,62,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T05:35:16Z,"mandopop,taiwanese pop,c-pop,gufeng,malay pop","Sony Music Entertainment",0.367,0.233,7,-11.531,1,0.0495,0.901,0.00000479,0.109,0.343,77.41,4
spotify:track:2XFrRuy9Gpu4GuYHTNeHiC,"說散就散","Album 1","JC 陳詠桐",2019-11-29,230571,62,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T05:39:25Z,"cantopop,mandopop,c-pop,taiwanese pop","East Asia Record Production Company Limited",0.507,0.627,2,-6.804,1,0.125,0.556,0,0.229,0.371,139.68,4
spotify:track:7LGioZwz1OaCtbuySuy53v,"遠走高飛","絕對痴心.手放開","Sam Lee",2004-11-26,269943,52,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T05:39:33Z,"mandopop,taiwanese pop,c-pop,malay pop","Rock Records Co., Ltd.",0.646,0.495,7,-6.96,1,0.0244,0.544,0,0.109,0.345,104.057,4
spotify:track:7oOfvZDUqhiJd9OC2Tq8Nh,"體面","尚未界定","Kelly Yu",2018-11-06,282770,18,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T05:39:47Z,"mandopop,c-pop,taiwanese pop","于文文工作室",0.36,0.465,10,-8.483,1,0.0337,0.421,0.000278,0.109,0.205,169.845,4
spotify:track:4VTFqeJVtgnnFeIbXhSzp4,"世界上的另一个我","成为了这样的大人，并不可耻","A Si;Amber Kuo",2021-11-09,239468,0,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T05:40:06Z,"mandopop,chinese indie,c-pop,taiwanese indie,taiwanese pop,chinese r&b,chinese hip hop","摩登天空",0.688,0.663,7,-8.814,1,0.0559,0.466,0.0000207,0.12,0.852,133.051,4
spotify:track:0F4IKZU7I3tWXyJIlqhtqU,"追光者 (電視劇《夏至未至》插曲)","電視劇《夏至未至》原聲帶","Yoyo Sham",2017-06-19,235833,60,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T05:41:37Z,"cantopop,mandopop,c-pop,taiwanese pop,chinese indie","The Sound Times Entertainment Media",0.538,0.333,11,-9.166,1,0.0298,0.714,0.000766,0.146,0.275,72.063,1
spotify:track:3QxWTqyIT4O9bokIZlNDpo,"小半","小梦大半","陳粒",2016-07-26,297240,68,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T05:47:50Z,"chinese indie,c-pop,mandopop,chinese rock,taiwanese indie","北京有此山文化傳媒有限公司",0.555,0.4,7,-8.211,1,0.0393,0.182,0,0.0767,0.374,164.952,3
spotify:track:0kuKQQMx6L3efJuRVTgWQb,"你还要我怎样","意外","Joker Xue",2013-11-11,310295,2,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T05:57:36Z,"mandopop,c-pop,taiwanese pop,malay pop","上海坤宏传媒投资股份有限公司",0.586,0.197,2,-14.649,1,0.0307,0.847,0.00000336,0.0515,0.299,95.529,4
spotify:track:1N1cLClnWhZRTuZR2TCam6,"篇章","篇章","Angela Chang;王赫野",2022-05-24,248982,0,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T05:48:03Z,"mandopop,taiwanese pop,c-pop,malay pop,gufeng","Sony Music Entertainment",0.4,0.685,11,-5.917,1,0.0508,0.418,0,0.104,0.259,101.157,4
spotify:track:3CDcr9ogSecLIwourcz760,"水星记","飞行器的执行周期","郭顶",2016-11-25,325266,60,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T05:48:25Z,"chinese indie,taiwanese indie,mandopop,c-pop,chinese rock,taiwanese pop","Go East Music Entertainment Consulting Limited",0.542,0.337,5,-12.701,1,0.0306,0.648,0.00138,0.0635,0.205,134.17,4
spotify:track:7bPBB7tgETYMM2s14oHlA9,"意外","意外","Joker Xue",2013-11-11,291480,0,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T05:57:23Z,"mandopop,c-pop,taiwanese pop,malay pop","上海坤宏传媒投资股份有限公司",0.525,0.639,1,-5.918,1,0.0241,0.108,0,0.0977,0.342,79.993,4
spotify:track:1ivCIgrYZyE0BvItL4Z8lk,"告白氣球","周杰倫的床邊故事","Jay Chou",2016-06-24,215146,3,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T05:49:44Z,"mandopop,c-pop,taiwanese pop,gufeng,malay pop,cantopop,chinese r&b","JVR",0.59,0.572,11,-7.658,1,0.0379,0.192,0,0.109,0.448,179.989,4
spotify:track:4FrizRiAVRXdcsJNlQGB9x,"宠爱","大梦想家","TFBOYS",2017-07-01,266000,0,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T05:53:07Z,"c-pop,mandopop","WM Taiwan",0.763,0.728,7,-4.154,1,0.0382,0.341,0,0.214,0.835,126.009,4
spotify:track:2EZQWlqxhPE2mfkGGt0M8i,"默","默","A-Mei Chang",2016-11-28,283764,0,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T05:53:36Z,"mandopop,taiwanese pop,c-pop,malay pop","Universal Music Taiwan",0.238,0.316,6,-10.858,0,0.0337,0.79,0.0000354,0.307,0.0906,140.425,4
spotify:track:749ROZZstvy0OzCMgNjnXf,"丑八怪","意外","Joker Xue",2013-11-11,253127,0,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T05:57:29Z,"mandopop,c-pop,taiwanese pop,malay pop","上海坤宏传媒投资股份有限公司",0.569,0.399,1,-10.902,1,0.0395,0.784,0,0.114,0.287,124.026,4
spotify:track:7M0l6bMEuWPPEGprXHdt8c,"如果愛忘了","如果爱忘了","戚薇",2011-08-23,239165,51,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T06:06:50Z,"c-pop,taiwanese pop,mandopop","Ocean Butterflies",0.307,0.384,1,-7.67,1,0.0302,0.778,0,0.0737,0.282,147.265,4
spotify:track:1QcVgu9bbIIROHYHVAsaCR,"火力全開","火力全開 新歌 + 精選","Leehom Wang",2011-09-30,268853,40,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T06:07:29Z,"mandopop,c-pop,taiwanese pop,chinese r&b,malay pop","寬魚國際股份有限公司",0.782,0.636,5,-6.053,1,0.0507,0.0116,0.000266,0.0798,0.693,94.466,4
spotify:track:4YfDticlwW58vBTV2OB9Z0,"小手拉大手","親親","Fish Leong",2006-10-06,246560,52,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T06:10:37Z,"mandopop,taiwanese pop,c-pop,malay pop","Bin Music International Limited",0.658,0.614,0,-5.733,1,0.0279,0.745,0,0.112,0.669,129.99,4
spotify:track:6ddyizbXKAF46BDLahptk6,"櫻花草","花言喬語","Sweety",2006-06-23,283826,7,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T06:10:48Z,"taiwanese pop,mandopop,c-pop,malay pop","豐華唱片",0.541,0.583,2,-4.913,1,0.0329,0.733,0.000329,0.0841,0.39,148.118,4
spotify:track:4LNCkaCUxJ02q0ijvl4w1H,"美丽的神话","美丽的神话","金喜善",2020-05-29,284467,0,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T06:12:11Z,"gufeng,mandopop","音阙诗",0.544,0.467,5,-6.491,0,0.0255,0.672,0,0.143,0.195,130.083,4
spotify:track:7waQoUkjuQEEPlWv9ImbnW,"我的未來不是夢","六個朋友","Zhang Yu Sheng",1988-05-01,311600,53,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-01T06:13:50Z,"mandopop,taiwanese pop,c-pop,chinese rock","Rock Records Co., Ltd.",0.52,0.536,2,-11.083,1,0.0326,0.494,0,0.268,0.215,126.475,4
spotify:track:2gug6MRv4xQFYi9LA3PJCS,"你，好不好？ - TVBS連續劇【遺憾拼圖】片尾曲","愛，教會我們的事","Eric Chou",2016-08-05,287308,70,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-07T11:44:15Z,"mandopop,c-pop,taiwanese pop,chinese r&b,malay pop","Sony Music Entertainment",0.439,0.477,10,-5.638,1,0.0307,0.643,0,0.114,0.535,159.819,4
spotify:track:28wmNA97GgQKX4pr6n9PfD,"愛的就是你","The Only One","Leehom Wang",1996,295040,48,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-07T16:22:21Z,"mandopop,c-pop,taiwanese pop,chinese r&b,malay pop","Columbia",0.637,0.563,5,-6.678,1,0.0281,0.714,0,0.194,0.388,96.004,4
spotify:track:5Jtg0qcTKMHq3HjPVGRFAi,"簡單愛","范特西","Jay Chou",2001-09-14,270986,1,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-07T16:22:26Z,"mandopop,c-pop,taiwanese pop,gufeng,malay pop,cantopop,chinese r&b","JVR",0.858,0.574,0,-6.177,1,0.0288,0.00735,0.00000907,0.33,0.527,96.991,4
spotify:track:5Mm2tDgfdyaXhR3WqQykrf,"起风了","加油，你是最棒的 (电视原声带)","吳青峰",2019-08-30,313565,0,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-07T16:43:34Z,"mandopop,c-pop,taiwanese pop,chinese indie,gufeng,malay pop","Universal Music Taiwan",0.548,0.396,3,-7.788,1,0.0265,0.484,0,0.144,0.501,73.963,4
spotify:track:4uObgYTKfE2cOHRrkjAS5s,"安和桥","安和桥北","宋冬野",2013-08-30,250106,4,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-07T16:43:47Z,"chinese indie,chinese rock,taiwanese indie,mandopop,c-pop,taiwanese pop","摩登天空",0.819,0.198,2,-11.673,1,0.0428,0.435,0.00985,0.0868,0.114,129.976,4
spotify:track:3z4leqkfSaXQPAyGwQruTe,"匆匆那年","匆匆那年","Faye Wong",2014-11-07,241000,56,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-07T16:43:54Z,"cantopop,mandopop,c-pop,taiwanese pop,chinese indie","KC Digital",0.547,0.343,10,-10.475,0,0.0301,0.954,0.00112,0.113,0.401,127.977,3
spotify:track:6WoQzK5Exbfcmow1AoNRkl,"可惜沒如果","新地球","JJ Lin",2014-12-27,298293,3,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-07T16:44:21Z,"mandopop,c-pop,taiwanese pop,malay pop","WM Taiwan",0.486,0.424,0,-5.755,1,0.0262,0.617,0,0.116,0.286,79.989,4
spotify:track:6FSOibqLCbhFrmGdqMbwiZ,"Letting Go","說到愛","Tanya Chua",2011-11-18,263453,63,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-07T16:45:28Z,"mandopop,taiwanese pop,c-pop,malay pop","AsiaMuse Entertainment Co., Ltd.",0.536,0.702,11,-6.327,0,0.0285,0.154,0.00000161,0.0938,0.408,136.095,4
spotify:track:27FOde2nUw0pFuj7hlPbaS,"愛人錯過","我肯定在幾百年前就說過愛你","告五人",2019-06-14,292074,67,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-07T16:46:12Z,"taiwanese indie,chinese indie,mandopop,taiwanese pop,c-pop,chinese rock","Bin Music International Limited",0.549,0.923,1,-3.857,1,0.0393,0.0295,0.0000876,0.14,0.498,140.045,4
spotify:track:3QP3cYE3qnplFueLKNVsbM,"哪里都是你","哪里都是你","隊長",2017-07-03,222683,3,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-07T16:46:22Z,"chinese r&b,mandopop,c-pop,chinese hip hop","声音丛林",0.544,0.401,5,-8.347,1,0.027,0.749,0.0000151,0.265,0.163,131.846,4
spotify:track:77BQceOpfvUBXgokOFHYMm,"說好不哭","最偉大的作品","Jay Chou;Ashin Chen",2022-07-14,220693,0,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-07T16:46:44Z,"mandopop,c-pop,taiwanese pop,gufeng,malay pop,cantopop,chinese r&b","JVR",0.513,0.363,10,-11.219,1,0.0306,0.53,0,0.0792,0.383,151.828,4
spotify:track:3OC84eKMxRJ4x0Hcwl9i4i,"刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲","刻在我心底的名字 (Your Name Engraved Herein)","Crowd Lu",2020-08-25,320165,67,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-07T16:46:49Z,"mandopop,taiwanese pop,c-pop,taiwanese indie,chinese indie","Team Ear Music",0.425,0.201,10,-11.961,1,0.0373,0.873,0,0.111,0.267,136.328,4
spotify:track:07DWACsD58aEdq6XnDadLh,"手心的薔薇","新地球","JJ Lin;G.E.M.",2014-12-27,280053,2,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-07T16:46:50Z,"mandopop,c-pop,taiwanese pop,malay pop,cantopop,gufeng","WM Taiwan",0.422,0.499,7,-5.702,1,0.0278,0.849,0,0.276,0.17,86.948,4
spotify:track:3v8FOuA8jxAC5SOA2uN6Mg,"那些年","燃點","Hu Xia",2012-02-24,369866,63,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-07T16:46:53Z,"gufeng,mandopop,c-pop,taiwanese pop","Epic",0.544,0.528,5,-8.131,1,0.0271,0.299,0,0.107,0.215,79.044,4
spotify:track:69zzWcJr7mztjLKMijY80z,"慢慢喜歡你","我們在中場相遇","Karen Mok",2018-05-31,222120,5,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-07T16:46:58Z,"mandopop,c-pop,taiwanese pop,cantopop","MOK-A-BYE BABY MUSIC LTD",0.619,0.255,7,-12.823,1,0.0403,0.849,0.0000138,0.352,0.365,130.056,4
spotify:track:47O6EPP78iQOOma2OVsYwS,"星辰大海","星辰大海","黃霄雲",2021-01-15,207857,1,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-07T16:46:59Z,"gufeng,mandopop,c-pop","Sony Music Entertainment",0.303,0.55,4,-6.855,1,0.0333,0.322,0,0.101,0.161,167.874,4
spotify:track:4Rt9k4SE8dbfKzngxKJPq9,"擱淺","七里香","Jay Chou",2004-08-03,236133,2,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-07T16:47:25Z,"mandopop,c-pop,taiwanese pop,gufeng,malay pop,cantopop,chinese r&b","JVR",0.497,0.49,5,-7.161,1,0.0276,0.671,0.000417,0.155,0.126,122.71,4
spotify:track:2PTp2VPBsRUJPlquCTbSAq,"疑心病","从小到大","Ren Ran",2016-03-02,292241,2,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-07T16:47:37Z,"mandopop,c-pop,gufeng,chinese r&b,taiwanese pop","北京千和世纪文化传播有限公司",0.562,0.469,3,-7.997,1,0.0352,0.481,0,0.161,0.242,124.102,4
spotify:track:2YzJaHvzsEb1LzGugXIduK,"楓","11月的蕭邦","Jay Chou",2005-11-01,275026,2,false,31obk3g3hqkzzzbcgy6uonvv4zfu,2023-09-07T16:47:40Z,"mandopop,c-pop,taiwanese pop,gufeng,malay pop,cantopop,chinese r&b","JVR",0.502,0.435,0,-7.177,1,0.0292,0.76,0,0.135,0.145,134.425,4
